ID,Name,Cadre,Reference_Value,Qualification,Subject,Category_of_Subject,Division
KN018600,Shri Abhijit Dasgupta,Karnataka,0,Graduate,Physics,Natural Sciences,Second
KN018600,Shri Abhijit Dasgupta,Karnataka,1,P.G.,Physics,Natural Sciences,First
KN018700,Shri Vinay Kumar,Karnataka,0,Diploma,French,Languages and Fine Arts,First
KN018700,Shri Vinay Kumar,Karnataka,1,Graduate,Law,"Governance, Law and Management",First
KN018800,Shri T Dhanashekhran,Karnataka,0,Graduate,Economics,Social Science and Liberal Arts,Second
KN018802,Shri Sa Patil,Karnataka,0,Graduate,History,Social Science and Liberal Arts,Third
KN018802,Shri Sa Patil,Karnataka,1,Graduate,Law,"Governance, Law and Management",Ordinary
KN018802,Shri Sa Patil,Karnataka,2,P.G.,Political Sc.,Social Science and Liberal Arts,Third
KN018804,Shri M Maheshan,Karnataka,0,P.G.,History,Social Science and Liberal Arts,First
KN018805,Shri B Parthasarthy,Karnataka,0,Graduate,History,Social Science and Liberal Arts,Third
KN018805,Shri B Parthasarthy,Karnataka,1,P.G.,Economics,Social Science and Liberal Arts,Second
KN018806,Shri M Venkataraman,Karnataka,0,N.A.,Commerce,Finance,Ordinary
WB023200,Shri Sunil Mitra,West Bengal,0,Graduate,Chemistry,Natural Sciences,Third
WB023300,Shri Kalarickad John Koshy,West Bengal,0,Diploma,Public Admn,"Governance, Law and Management",Ordinary
WB023300,Shri Kalarickad John Koshy,West Bengal,1,Graduate,English Lit,Languages and Fine Arts,Second
WB023300,Shri Kalarickad John Koshy,West Bengal,2,P.G.,English Lit,Languages and Fine Arts,Second
WB023400,Shri Subhendu Bikash Mondal,West Bengal,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",First
WB023400,Shri Subhendu Bikash Mondal,West Bengal,1,P.G.,App.Mathematics,"Engineering, Technology and Mathematics",First
WB023402,Shri D K Banerjee,West Bengal,0,Graduate,Economics,Social Science and Liberal Arts,Second
WB023403,Shri Asoke Mohan Roy,West Bengal,0,Graduate,Economics,Social Science and Liberal Arts,Second
WB023403,Shri Asoke Mohan Roy,West Bengal,1,Graduate,Law,"Governance, Law and Management",Third
WB023403,Shri Asoke Mohan Roy,West Bengal,2,P.G.,Economics,Social Science and Liberal Arts,Second
AP023600,Shri Rentala Chandrasekhar,Andhra Pradesh,0,Graduate,Chemistry,Natural Sciences,First
AP023600,Shri Rentala Chandrasekhar,Andhra Pradesh,1,P.G.,Chemistry,Natural Sciences,First
AP023600,Shri Rentala Chandrasekhar,Andhra Pradesh,2,P.G.,Computer Tech,"Engineering, Technology and Mathematics",Ordinary
AP024200,Shri Pradip Kumar Agarwal,Andhra Pradesh,0,Graduate,Law,"Governance, Law and Management",First
AP024200,Shri Pradip Kumar Agarwal,Andhra Pradesh,1,Graduate,Physics,Natural Sciences,Second
AP024200,Shri Pradip Kumar Agarwal,Andhra Pradesh,2,P.G.,Indl.mgt,"Governance, Law and Management",First
GJ018400,Shri Achal Kumar Jyoti,Gujarat,0,Graduate,Chemistry,Natural Sciences,First
GJ018400,Shri Achal Kumar Jyoti,Gujarat,1,P.G.,Chemistry,Natural Sciences,First
TN020600,Shri Brijeshwar Singh,Tamil Nadu,0,Graduate,Economics,Social Science and Liberal Arts,First
TN020600,Shri Brijeshwar Singh,Tamil Nadu,1,P.G.,Development Economics,Social Science and Liberal Arts,First
TN020600,Shri Brijeshwar Singh,Tamil Nadu,2,P.G.,Economics,Social Science and Liberal Arts,Second
UP037600,Ms. Rita Menon,Uttar Pradesh,0,Graduate,Economics,Social Science and Liberal Arts,Second
UP037600,Ms. Rita Menon,Uttar Pradesh,1,P.G.,Economics,Social Science and Liberal Arts,Second
MH027900,Shri Ashok Sinha,Maharashtra,0,Graduate,Physics,Natural Sciences,First
MH027900,Shri Ashok Sinha,Maharashtra,1,P.G.,Physics,Natural Sciences,First
MH028000,Shri Cb Bhave,Maharashtra,0,Graduate,Electrical Engg.,"Engineering, Technology and Mathematics",First
MH028100,Shri Cr Ranganathan,Maharashtra,0,Graduate,Chemistry,Natural Sciences,Third
MH028200,Ms. Ranjana Sinha,Maharashtra,0,Graduate,English,Languages and Fine Arts,Second
MH028200,Ms. Ranjana Sinha,Maharashtra,1,P.G.,Economics,Social Science and Liberal Arts,Second
MH028200,Ms. Ranjana Sinha,Maharashtra,2,P.G.,History,Social Science and Liberal Arts,First
MH028300,Shri M Ramesh Kumar,Maharashtra,0,Graduate,Botany,Natural Sciences,Second
MH028300,Shri M Ramesh Kumar,Maharashtra,1,P.G.,Botany,Natural Sciences,First
MH028300,Shri M Ramesh Kumar,Maharashtra,2,P.G.,Social Planning,"Governance, Law and Management",Ordinary
MH028400,Shri A Ramakrishnan,Maharashtra,0,Graduate,Physics,Natural Sciences,First
MH028400,Shri A Ramakrishnan,Maharashtra,1,LL.B.,Law,"Governance, Law and Management",Second
MH028400,Shri A Ramakrishnan,Maharashtra,2,M.B.A.,Business Admn.,"Governance, Law and Management",First
MH028400,Shri A Ramakrishnan,Maharashtra,3,P.G.,Physics,Natural Sciences,First
MH028500,Shri Rajiv Aggarwal,Maharashtra,0,Graduate,Physics,Natural Sciences,First
MH028500,Shri Rajiv Aggarwal,Maharashtra,1,LL.B.,Law,"Governance, Law and Management",Second
MH028500,Shri Rajiv Aggarwal,Maharashtra,2,P.G.,Physics,Natural Sciences,First
MH028601,Ms. Sudha Bhave,Maharashtra,0,Graduate,Geography,Social Science and Liberal Arts,First
MH028601,Ms. Sudha Bhave,Maharashtra,1,P.G.,Sociology,Social Science and Liberal Arts,First
MH028700,Shri Bhawani Singh Meena,Maharashtra,0,Graduate,History,Social Science and Liberal Arts,Second
MH028700,Shri Bhawani Singh Meena,Maharashtra,1,P.G.,History,Social Science and Liberal Arts,Second
MH028800,Shri R. Y. Gaikwad,Maharashtra,0,Graduate,Geography,Social Science and Liberal Arts,First
MH028800,Shri R. Y. Gaikwad,Maharashtra,1,P.G.,Geography,Social Science and Liberal Arts,Second
MH028803,Shri Mr Patil,Maharashtra,0,Graduate,Philosophy,Social Science and Liberal Arts,First
MH028804,Shri Vn Karandikar,Maharashtra,0,Graduate,Physics,Natural Sciences,Second
MH028804,Shri Vn Karandikar,Maharashtra,1,P.G.,Physics,Natural Sciences,Second
MH028806,Shri Bb Patil,Maharashtra,0,Diploma,Public Admn,"Governance, Law and Management",Second
MH028806,Shri Bb Patil,Maharashtra,1,Graduate,Economics,Social Science and Liberal Arts,Second
MH028806,Shri Bb Patil,Maharashtra,2,P.G.,Economics,Social Science and Liberal Arts,Second
MH028807,Shri Sc Kothari,Maharashtra,0,Graduate,Physics,Natural Sciences,Second
MH028807,Shri Sc Kothari,Maharashtra,1,P.G.,Statistics,"Engineering, Technology and Mathematics",Second
MH028808,Shri Vp Rane,Maharashtra,0,Graduate,Accountancy,Finance,Third
MH028808,Shri Vp Rane,Maharashtra,1,Graduate,Economics,Social Science and Liberal Arts,Ordinary
MH028808,Shri Vp Rane,Maharashtra,2,Graduate,Law,"Governance, Law and Management",Third
MH028809,Shri Sv Joshi,Maharashtra,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary
MH028810,Shri Gr Bedge,Maharashtra,0,Graduate,Economics,Social Science and Liberal Arts,Second
MH028810,Shri Gr Bedge,Maharashtra,1,Graduate,Law,"Governance, Law and Management",Second
MH028810,Shri Gr Bedge,Maharashtra,2,P.G.,Economics,Social Science and Liberal Arts,Second
MH028811,Shri Ml Pendse,Maharashtra,0,Graduate,Commerce,Finance,Second
MH028811,Shri Ml Pendse,Maharashtra,1,Graduate,Law,"Governance, Law and Management",Second
MH028812,Shri Bs Sawant,Maharashtra,0,Graduate,Economics,Social Science and Liberal Arts,Second
MH028812,Shri Bs Sawant,Maharashtra,1,P.G.,Economics,Social Science and Liberal Arts,Second
MH028813,Shri Vh Sakhalkar,Maharashtra,0,Graduate,Law,"Governance, Law and Management",Second
MH028813,Shri Vh Sakhalkar,Maharashtra,1,P.G.,Commerce,Finance,Second
MH028814,Shri Sk Jambavdekar,Maharashtra,0,Graduate,Economics,Social Science and Liberal Arts,Second
MH028816,Shri Bn Zambre,Maharashtra,0,Graduate,English,Languages and Fine Arts,First
MH028816,Shri Bn Zambre,Maharashtra,1,P.G.,English Lit,Languages and Fine Arts,Second
MH028817,Shri Gb Pingulkar,Maharashtra,0,Graduate,Economics,Social Science and Liberal Arts,Second
MH028817,Shri Gb Pingulkar,Maharashtra,1,Graduate,Law,"Governance, Law and Management",Second
MH028819,Shri S S Vartak,Maharashtra,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary
MH028820,Shri Rp Wagh,Maharashtra,0,Graduate,Commerce,Finance,Ordinary
MH028820,Shri Rp Wagh,Maharashtra,1,Graduate,Law,"Governance, Law and Management",Ordinary
MH028821,Shri Sk Sagane,Maharashtra,0,Graduate,Economics,Social Science and Liberal Arts,Second
MH028821,Shri Sk Sagane,Maharashtra,1,P.G.,Economics,Social Science and Liberal Arts,Third
MH028822,Shri Jl Pimple,Maharashtra,0,Graduate,Law,"Governance, Law and Management",Second
MH028822,Shri Jl Pimple,Maharashtra,1,Graduate,Philosophy,Social Science and Liberal Arts,Second
MH028822,Shri Jl Pimple,Maharashtra,2,P.G.,Sociology,Social Science and Liberal Arts,Third
MH028823,Shri Rr Kulkarni,Maharashtra,0,Graduate,Economics,Social Science and Liberal Arts,Second
MH028823,Shri Rr Kulkarni,Maharashtra,1,P.G.,Economics,Social Science and Liberal Arts,Second
MH028829,Shri Db Patil,Maharashtra,0,Graduate,Economics,Social Science and Liberal Arts,Second
MH028829,Shri Db Patil,Maharashtra,1,Graduate,Law,"Governance, Law and Management",First
MP027700,Ms. Anshu Vaish,Madhya Pradesh,0,B.A. Honours,History,Social Science and Liberal Arts,First
MP027700,Ms. Anshu Vaish,Madhya Pradesh,1,P.G.,History,Social Science and Liberal Arts,First
MP027800,Shri Mp Rajan,Madhya Pradesh,0,Graduate,Chemistry,Natural Sciences,First
MP027800,Shri Mp Rajan,Madhya Pradesh,1,P.G.,Finance,Finance,Ordinary
MP027900,Shri Jamini Kumar Sharma,Madhya Pradesh,0,Graduate,English,Languages and Fine Arts,First
MP027900,Shri Jamini Kumar Sharma,Madhya Pradesh,1,P.G.,Defence Studies,"Governance, Law and Management",Ordinary
MP027900,Shri Jamini Kumar Sharma,Madhya Pradesh,2,P.G.,English Lit,Languages and Fine Arts,First
MP028000,Shri Avani Vaish,Madhya Pradesh,0,Graduate,History,Social Science and Liberal Arts,Third
MP028000,Shri Avani Vaish,Madhya Pradesh,1,P.G.,History,Social Science and Liberal Arts,First
MP028100,Shri Prashant Mehta,Madhya Pradesh,0,Graduate,Physics,Natural Sciences,First
MP028100,Shri Prashant Mehta,Madhya Pradesh,1,M.Sc.,Physics,Natural Sciences,First
MP028200,Shri Dilip Mehra,Madhya Pradesh,0,Graduate,History,Social Science and Liberal Arts,Second
MP028200,Shri Dilip Mehra,Madhya Pradesh,1,P.G.,History,Social Science and Liberal Arts,Second
MP028300,Shri Bhagirath Prasad,Madhya Pradesh,0,Graduate,Political Sc.,Social Science and Liberal Arts,First
MP028300,Shri Bhagirath Prasad,Madhya Pradesh,1,M.Phil.,Intnl Relations,"Governance, Law and Management",Ordinary
MP028300,Shri Bhagirath Prasad,Madhya Pradesh,2,P.G.,Political Sc.,Social Science and Liberal Arts,First
MP028301,Shri S D Shukla,Madhya Pradesh,0,Graduate,Law,"Governance, Law and Management",First
MP028301,Shri S D Shukla,Madhya Pradesh,1,Graduate,Zoology,Natural Sciences,Second
MP028301,Shri S D Shukla,Madhya Pradesh,2,P.G.,Economics,Social Science and Liberal Arts,First
MP028302,Shri S L Kalia,Madhya Pradesh,0,Graduate,English,Languages and Fine Arts,Second
MP028302,Shri S L Kalia,Madhya Pradesh,1,P.G.,Anthropology,Social Science and Liberal Arts,Second
MT005000,Shri Sudhir Sharma,Manipur-Tripura,0,Diploma,Russian,Languages and Fine Arts,First
MT005000,Shri Sudhir Sharma,Manipur-Tripura,1,Graduate,Mech.engg.,"Engineering, Technology and Mathematics",First
MT005000,Shri Sudhir Sharma,Manipur-Tripura,2,P.G.,Business Admn.,"Governance, Law and Management",First
MT005000,Shri Sudhir Sharma,Manipur-Tripura,3,P.G.,Public Admn,"Governance, Law and Management",Ordinary
MT005100,Shri Harish Chandra Mahajan,Manipur-Tripura,0,Graduate,English,Languages and Fine Arts,First
MT005100,Shri Harish Chandra Mahajan,Manipur-Tripura,1,P.G.,English Lit,Languages and Fine Arts,First
MT005200,Shri Saichhuana,Manipur-Tripura,0,Graduate,Political Sc.,Social Science and Liberal Arts,Ordinary
NL002200,Shri E Takusunup Ao,Nagaland,0,Graduate,English,Languages and Fine Arts,Second
NL002200,Shri E Takusunup Ao,Nagaland,1,P.G.,English,Languages and Fine Arts,Second
NL002300,Shri Lalthara,Nagaland,0,B.A.,Economics,Social Science and Liberal Arts,Second
OR017000,Shri Ardhendu Shekhar Sarangi,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Second
OR017000,Shri Ardhendu Shekhar Sarangi,Odisha,1,P.G.,Economics,Social Science and Liberal Arts,First
OR017100,Shri Bhaskar Chatterjee,Odisha,0,Graduate,History,Social Science and Liberal Arts,Second
OR017100,Shri Bhaskar Chatterjee,Odisha,1,M.B.A.,Managerial Eco,Social Science and Liberal Arts,First
OR017100,Shri Bhaskar Chatterjee,Odisha,2,P.G.,History,Social Science and Liberal Arts,First
OR017200,Shri Tarun Kanti Mishra,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Second
OR017200,Shri Tarun Kanti Mishra,Odisha,1,P.G.,Applied Eco.,Social Science and Liberal Arts,First
OR017300,Shri Arun Kumar Samantaray,Odisha,0,Graduate,Chemistry,Natural Sciences,Second
OR017300,Shri Arun Kumar Samantaray,Odisha,1,P.G.,Political Sc.,Social Science and Liberal Arts,First
OR017400,Shri Satya Prakash Nanda,Odisha,0,Graduate,History,Social Science and Liberal Arts,First
OR017400,Shri Satya Prakash Nanda,Odisha,1,P.G.,Political Sc.,Social Science and Liberal Arts,First
OR017500,Shri Gopal Chandra Mandal,Odisha,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",Second
OR017500,Shri Gopal Chandra Mandal,Odisha,1,P.G.,Pure Math.,"Engineering, Technology and Mathematics",First
OR017600,Shri Gopi Nath Pegu,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Second
OR017600,Shri Gopi Nath Pegu,Odisha,1,P.G.,Sociology,Social Science and Liberal Arts,Second
OR017601,Ms. Madhur Sarangi,Odisha,0,Graduate,English Lit,Languages and Fine Arts,Second
OR017601,Ms. Madhur Sarangi,Odisha,1,P.G.,History,Social Science and Liberal Arts,Second
OR017602,Shri Bb Mohanty,Odisha,0,N.A.,N.A.,N.A.,Ordinary
OR017603,Shri Ds Tripathy,Odisha,0,N.A.,N.A.,N.A.,Ordinary
OR017604,Shri G C Mahapatra,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Second
OR017604,Shri G C Mahapatra,Odisha,1,P.G.,History,Social Science and Liberal Arts,Second
OR017605,Shri P Brahma,Odisha,0,Graduate,History,Social Science and Liberal Arts,Third
OR017606,Shri Kc Mishra,Odisha,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",Second
OR017606,Shri Kc Mishra,Odisha,1,P.G.,Mathematics,"Engineering, Technology and Mathematics",Second
OR017607,Shri A Kumar Das,Odisha,0,Graduate,Law,"Governance, Law and Management",First
OR017607,Shri A Kumar Das,Odisha,1,Graduate,Mathematics,"Engineering, Technology and Mathematics",First
OR017608,Shri Ss Lenka,Odisha,0,Graduate,Economics,Social Science and Liberal Arts,Second
OR017608,Shri Ss Lenka,Odisha,1,P.G.,Economics,Social Science and Liberal Arts,Second
OR017609,Shri S P Mishra,Odisha,0,N.A.,N.A.,N.A.,Ordinary
PB013200,Dr. Bhushan Chander Gupta,Punjab,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",First
PB013200,Dr. Bhushan Chander Gupta,Punjab,1,LL.B.,Law,"Governance, Law and Management",First
PB013200,Dr. Bhushan Chander Gupta,Punjab,2,P.G.,Chemistry,Natural Sciences,First
PB013200,Dr. Bhushan Chander Gupta,Punjab,3,P.G.,Dev Adm,"Governance, Law and Management",First
PB013200,Dr. Bhushan Chander Gupta,Punjab,4,Ph. D.,Chemistry,Natural Sciences,First
PB013300,Shri Subodh Chandra Agrawal,Punjab,0,Graduate,Physics,Natural Sciences,First
PB013300,Shri Subodh Chandra Agrawal,Punjab,1,P.G.,Physics,Natural Sciences,First
PB013400,Shri Mukul Joshi,Punjab,0,Graduate,Economics,Social Science and Liberal Arts,First
PB013400,Shri Mukul Joshi,Punjab,1,P.G.,Economics,Social Science and Liberal Arts,First
PB013500,Shri R. P. S. Pawar,Punjab,0,Graduate,English,Languages and Fine Arts,Third
PB013500,Shri R. P. S. Pawar,Punjab,1,P.G.,History,Social Science and Liberal Arts,Second
PB013500,Shri R. P. S. Pawar,Punjab,2,P.G.,Rural Dev,"Governance, Law and Management",Ordinary
PB013501,Ms. Kailash Goyal,Punjab,0,Graduate,English,Languages and Fine Arts,Second
PB013501,Ms. Kailash Goyal,Punjab,1,P.G.,Sanskrit,Languages and Fine Arts,First
PB013502,Shri Inderjit Singh,Punjab,0,Graduate,Agriculture,Others,Second
PB013503,Shri Bhupinder Singh,Punjab,0,Graduate,English,Languages and Fine Arts,Second
PB013503,Shri Bhupinder Singh,Punjab,1,Graduate,Law,"Governance, Law and Management",Second
PB013600,Ms. Poonam Khetrapal Singh,Punjab,0,Graduate,English Lit,Languages and Fine Arts,First
PB013600,Ms. Poonam Khetrapal Singh,Punjab,1,P.G.,English Lit,Languages and Fine Arts,Second
PB013600,Ms. Poonam Khetrapal Singh,Punjab,2,P.G.,Health Management,"Governance, Law and Management",-
RJ016900,Ms. Meenakshi Hooja,Rajasthan,0,Graduate,History,Social Science and Liberal Arts,First
RJ016900,Ms. Meenakshi Hooja,Rajasthan,1,P.G.,Political Sc.,Social Science and Liberal Arts,First
RJ017000,Shri Satyapriya Gupta,Rajasthan,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",First
RJ017000,Shri Satyapriya Gupta,Rajasthan,1,P.G.,Mathematics,"Engineering, Technology and Mathematics",First
RJ017000,Shri Satyapriya Gupta,Rajasthan,2,P.G.,Social Sciences,Social Science and Liberal Arts,Ordinary
RJ017100,Shri T Srinivasan,Rajasthan,0,Graduate,Botany,Natural Sciences,First
RJ017100,Shri T Srinivasan,Rajasthan,1,M.B.A. (UK),Business Admn.,"Governance, Law and Management",First
RJ017100,Shri T Srinivasan,Rajasthan,2,P.G.,Botany,Natural Sciences,Second
RJ017200,Shri Salauddin Ahmed,Rajasthan,0,Graduate,History,Social Science and Liberal Arts,Second
RJ017200,Shri Salauddin Ahmed,Rajasthan,1,P.G.,Modern Ind.Hist,Social Science and Liberal Arts,Second
RJ017300,Shri Kanhaiyalal Mina,Rajasthan,0,Graduate,English Lit,Languages and Fine Arts,Second
RJ017300,Shri Kanhaiyalal Mina,Rajasthan,1,P.G.,Economics,Social Science and Liberal Arts,Second
RJ017400,Shri Tr Verma,Rajasthan,0,Graduate,English Lit,Languages and Fine Arts,Second
RJ017400,Shri Tr Verma,Rajasthan,1,P.G.,English Lit,Languages and Fine Arts,Third
RJ017401,Shri Matadin Sharma,Rajasthan,0,P.G.,Economics,Social Science and Liberal Arts,Second
RJ017402,Shri Sp Purohit,Rajasthan,0,N.A.,Commerce,Finance,Ordinary
RJ017403,Shri S C Pagoria,Rajasthan,0,Graduate,Economics,Social Science and Liberal Arts,First
RJ017403,Shri S C Pagoria,Rajasthan,1,P.G.,Economics,Social Science and Liberal Arts,First
RJ017406,Shri Pc Singhi,Rajasthan,0,Graduate,Economics,Social Science and Liberal Arts,Second
RJ017406,Shri Pc Singhi,Rajasthan,1,P.G.,Sociology,Social Science and Liberal Arts,Second
RJ017407,Shri Sn Khandelwal,Rajasthan,0,Graduate,Commerce,Finance,Third
RJ017407,Shri Sn Khandelwal,Rajasthan,1,P.G.,Commerce,Finance,First
RJ017501,Ms. Mina Ahuja,Rajasthan,0,Graduate,English,Languages and Fine Arts,Second
